path	ibrion	tebeg	teend	nsw	potim	contcar_size	species	counts
GK_xum02/xqd/1-PCM/6-GST225/0-model/3-MD	0	0	0	1000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/0-model/4-MD	0	0	0	800	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/0-model/5-MD	0	0	0	1000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/0-model/6-MD	0	0	0	1000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/1-model/2-2000K-300K	0	1595.0	300.0	1524	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/1-model/3-opt	2				0.50	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/1-model/4-scf	-1			0	0.50	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/1-model/5-MD/1-MD	0	0	0	1000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/6-GST225/1-model/5-MD/2-MD	0	0	0	1000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/8-ScSbTe/1-model/2-2000K-300K	0	2000.0	300.0	2000	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/1-model/3-opt	2			100	0.50	34964	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/1-model/5-MD	0	0	0	1000	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/0-model/0-scf	-1			0	0.50	34964	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/0-model/2-MD	0	0	0	500	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/0-model/3-MD	0	0	0	1000	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/0-model/4-MD	0	0	0	1000	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/8-ScSbTe/0-model/5-MD	0	0	0	500	3.00	81374	Sc Sb Te	14 112 189
GK_xum02/xqd/1-PCM/9-SnSbTe124/0-model/0-scf	-1			0	0.50	33424	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/9-SnSbTe124/0-model/2-MD	0	0	0	1000	3.00	77776	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/9-SnSbTe124/1-model/5-MD/2-MD	0	0	0	500	3.00	77776	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/9-SnSbTe124/1-model/5-MD/3-MD	0	0	0	500	3.00	77776	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/9-SnSbTe124/1-model/5-MD/1-MD	0	0	0	500	3.00	77776	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/9-SnSbTe124/1-model/4-scf	-1			0	0.50	33424	Sn Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD/comp/1	0	0	0	500	3.00	77776	Ge Sb Te	48 81 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD/comp/2	0	0	0	500	3.00	77776	Ge Sb Te	53 76 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD/comp/3	0	0	0	500	3.00	77776	Ge Sb Te	53 86 162
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD/comp/4	0	0	0	500	3.00	77776	Ge Sb Te	58 91 152
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD/comp/5	0	0	0	500	3.00	77776	Ge Sb Te	40 89 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/2-MD	0	0	0	500	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/3-MD	0	0	0	1000	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/4-MD	0	0	0	500	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/5-MD	0	0	0	500	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/0-model/6-MD	0	0	0	500	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/2-2000K-300K	0	2000.0	300.0	1000	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/3-opt	2			100	0.50	33424	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/4-scf	-1			0	0.50	33424	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/2-MD	0	0	0	1000	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/3-MD	0	0	0	1000	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/4-MD	0	0	0	1000	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD	0	0	0	500	3.00	77776	Ge Sb Te	43 86 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD/component/1	0	0	0	500	3.00	77776	Ge Sb Te	48 81 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD/component/2	0	0	0	500	3.00	77776	Ge Sb Te	53 76 172
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD/component/3	0	0	0	500	3.00	77776	Ge Sb Te	53 86 162
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD/component/4	0	0	0	500	3.00	77776	Ge Sb Te	58 91 152
GK_xum02/xqd/1-PCM/3-GST124/1-model/5-MD/1-MD/component/5	0	0	0	500	3.00	77776	Ge Sb Te	40 89 172
GK_xum02/xqd/1-PCM/11-SiSbTe/1-model/2-2000K-300K	0	1524.0	300.0	1440	3.00	77776	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/1-model/3-opt	2			50	0.50	33424	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/1-model/5-MD/1-MD	0	0	0	500	3.00	77776	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/0-model/0-scf	-1			0	0.50	33424	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/0-model/2-MD	0	0	0	1000	3.00	77776	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/0-model/3-MD	0	0	0	500	3.00	77776	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/11-SiSbTe/0-model/4-MD	0	0	0	500	3.00	77776	Si Sb Te	43 86 172
GK_xum02/xqd/1-PCM/7-AIST/0-model/2-MD	0	0	0	500	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/3-opt	2			50	0.50	33325	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/4-scf	-1			0	0.50	0	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/5-MD/1-MD	0	0	0	1000	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/5-MD/2-MD	0	0	0	500	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/5-MD/3-MD	0	0	0	500	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/5-MD/4-MD	0	200.0	200.0	500	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/7-AIST/1-model/2-2000K-300K	0	1186.0	300.0	1042	3.00	77530	Ag In Sb Te	12 9 201 78
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/2-300K	0	2000.0	300.0	2000	3.00	77508	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/3-opt	2			200	0.50	33303	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/4-scf	-1			0	0.50	33303	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/5-MD	0	0	0	2000	3.00	77508	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/5-MD/300K	0	300.0	300.0	2000	3.00	77508	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/1-Bi2S3/6-born						33303	Bi S	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/2-2000K-300K	0	1975.0	300.0	1970	3.00	77508	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/3-opt	2			100	0.50	33303	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/4-scf	-1			0	0.50	33303	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/MD-1	0	0	0	1000	3.00	77508	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/component/1	0	0	0	500	3.00	77508	Bi Se	110 190
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/component/2	0	0	0	500	3.00	77508	Bi Se	100 200
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/component/3	0	0	0	500	3.00	77508	Bi Se	125 175
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/component/4	0	0	0	500	3.00	77508	Bi Se	130 170
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/component/5	0	0	0	500	3.00	77508	Bi Se	140 160
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/5-MD/300K	0	300.0	300.0	2000	3.00	77508	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/2-Bi2Se3/6-born						33303	Bi Se	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77508	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/3-opt	2			300	0.50	33303	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/4-scf	-1			0	0.50	33303	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/5-MD	0	0	0	3000	3.00	77508	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/5-MD/300K	0	300.0	300.0	2000	3.00	77508	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/3-Bi2Te3/6-born						33303	Bi Te	120 180
GK_xum02/xqd/1-PCM/12-Bi_S/4-BiTe/1-2000K	0	2000.0	2000.0	2000	3.00	77508	Bi Te	150 150
GK_xum02/xqd/1-PCM/14-AgSbTe2/1-2000K	0	2000.0	2000.0	2000	3.00	77519	Ag Sb Te	75 75 150
GK_xum02/xqd/1-PCM/14-AgSbTe2/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ag Sb Te	75 75 150
GK_xum02/xqd/1-PCM/14-AgSbTe2/3-opt	2			300	0.50	33314	Ag Sb Te	75 75 150
GK_xum02/xqd/1-PCM/14-AgSbTe2/5-MD	0	0	0	1000	3.00	77519	Ag Sb Te	75 75 150
GK_xum02/xqd/1-PCM/13-GST_class/1-GST147/1-2000K	0	2000.0	2000.0	2000	3.00	77519	Ge Sb Te	25 100 175
GK_xum02/xqd/1-PCM/13-GST_class/1-GST147/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Sb Te	25 100 175
GK_xum02/xqd/1-PCM/13-GST_class/1-GST147/4-scf	-1			0	0.50	33314	Ge Sb Te	25 100 175
GK_xum02/xqd/1-PCM/13-GST_class/1-GST147/5-MD	0	0	0	1000	3.00	77519	Ge Sb Te	25 100 175
GK_xum02/xqd/1-PCM/13-GST_class/1-GST147/crystal	0	0	0	1000	3.00	77519	Ge Sb Te	25 100 175
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/1-2000K	0	2000.0	2000.0	2000	3.00	77519	Ge Sb Te	82 55 163
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Sb Te	82 55 163
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/3-opt	2			200	0.50	33314	Ge Sb Te	82 55 163
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/4-scf	-1			0	0.50	33314	Ge Sb Te	82 55 163
GK_xum02/xqd/1-PCM/13-GST_class/2-GST326/5-MD	0	0	0	1000	3.00	77519	Ge Sb Te	82 55 163
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/1-2000K	0	2000.0	2000.0	2000	3.00	77519	Ge Sb Te	116 29 155
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Sb Te	116 29 155
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/3-opt	2			100	0.50	33314	Ge Sb Te	116 29 155
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/4-scf	-1			0	0.50	33314	Ge Sb Te	116 29 155
GK_xum02/xqd/1-PCM/13-GST_class/3-GST8211/5-MD	0	0	0	1000	3.00	77519	Ge Sb Te	116 29 155
GK_xum02/xqd/1-PCM/15-GST467/1-3000K	0	3000.0	3000.0	2000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/225-compare/1-3000K	0	3000.0	3000.0	5000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/3-1200K	0	1200.0	1200.0	2000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/2-3000-1200K	0	3000.0	1200.0	5000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/4-300K	0	1200.0	300.0	10000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/4-300K/5000step	0	1200.0	300.0	5000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/4-300K/3000step	0	1200.0	300.0	3000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/5-opt	2			1000	0.50	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/6-MD	0	300.0	300.0	3000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/6-MD/msd	0	600.0	600.0	12000	3.00	79061	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/7-scf	-1			0	0.5	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/8-dos	-1			0	0.20	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/8-dos/i0s002	-1			0	0.20	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/51-opt-3000step	2			1000	0.50	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/52-opt-5000step	2			1000	0.50	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/81-dos	-1			0	0.20	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/225-compare/82-dos	-1			0	0.20	33974	Ge Sb Te	68 68 170
GK_xum02/xqd/1-PCM/15-GST467/2-3000-1200K	0	1955.0	1200.0	2100	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/4-300K	0	1200.0	300.0	10000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/4-300K/5000step	0	1200.0	300.0	5000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/4-300K/5000step/3000step	0	1200.0	300.0	3000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/3-1200K	0	1200.0	1200.0	2000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/5-opt/0-opt7	2			1000	0.50	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/5-opt	2			1000	0.50	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/6-MD	0	300.0	300.0	3000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/6-MD/msd	0	600.0	600.0	12000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/8-dos	-1			0	0.20	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/8-dos/sigma-002	-1			0	0.20	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/7-scf	-1			0	0.5	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/51-opt-3000step	2			1000	0.50	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/31-1200K	0	1200.0	1200.0	3000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/model2/1-2000K	0	2000.0	2000.0	3000	3.00	79061	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/52-opt-5000step	2			1000	0.50	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/81-dos	-1			0	0.20	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/15-GST467/82-dos	-1			0	0.20	33974	Ge Sb Te	72 108 126
GK_xum02/xqd/1-PCM/16-Sb2Te3-C/15%/lobster	-1			0	0.5	39914	Sb Te C	123 183 54
GK_xum02/xqd/1-PCM/16-Sb2Te3-C/5%/lobster	-1			0	0.5	39914	Sb Te C	137 205 18
GK_xum02/xqd/1-PCM/16-Sb2Te3-C/10%/lobster	-1			0	0.5	39914	Sb Te C	130 194 36
GK_xum02/xqd/2-OTS/1-GeSe/1-orthorhombic/1-opt	2			1000	0.50	7343	Ge Se	32 32
GK_xum02/xqd/2-OTS/4-GeTe6/4-scf-model-requnched	-1			0	0.50	33303	Ge Te	43 257
GK_xum02/xqd/2-OTS/94-AlTe/2-AlTe37/MD-0K	0	0.0	0.0	500	3.00	77508	Al Te	90 210
GK_xum02/xqd/2-OTS/9-GATS	0	0.0	0.0	2000	3.00	77530	Ge As Te Si	30 90 165 15
GK_xum02/xqd/2-OTS/91-GATSN	0	0.0	0.0	2000	3.00	77541	Ge As Te Si N	28 86 156 15 15
GK_xum02/xqd/2-OTS/As2Te3/born/0						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/1						0	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/2						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/3						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/4						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/5						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/6						33303	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/7						0	As Te	120 180
GK_xum02/xqd/2-OTS/As2Te3/born/8						33303	As Te	120 180
GK_xum02/xqd/2-OTS/10-SbSeC/2-2000-300K	0	413.0	300.0	133	3.00	77519	Sb Se C	108 162 30
GK_xum02/xqd/2-OTS/10-SbSeC/3-opt	2			500	0.50	33314	Sb Se C	108 162 30
GK_xum02/xqd/2-OTS/10-SbSeC/4-scf	-1			0	0.50	33314	Sb Se C	108 162 30
GK_xum02/xqd/2-OTS/10-SbSeC/model1/1-2000K	0	2000.0	2000.0	900	3.00	77519	Sb Se C	108 162 30
GK_xum02/xqd/2-OTS/12-InTe/1-2000K	0	2000.0	2000.0	2000	3.00	77508	In Te	150 150
GK_xum02/xqd/2-OTS/11-In2Te3/born						33303	In Te	120 180
GK_xum02/xqd/3-GeSeTe/GeSe/0K-MD	0	0	0	2000	3.00	77508	Ge Se	150 150
GK_xum02/xqd/3-GeSeTe/GeTe/0K-MD	0	0	0	2000	3.00	77508	Ge Te	150 150
GK_xum02/xqd/3-GeSeTe/7-70%/1/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/1/3-opt	2			50	0.50	33314	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/1/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/2/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/2/3-opt	2			50	0.50	33314	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/2/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/3/3-opt	2			100	0.50	33314	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/3/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/4/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/4/3-opt	2			1000	0.50	33314	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/7-70%/4/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 45 105
GK_xum02/xqd/3-GeSeTe/5-50%/0K-local/3-opt	2			200	0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/1/1-2000K	0	2000.0	2000.0	2000	3.00	0	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/1/2-2000-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/1/3-opt	2				0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/2/2-2000k-300k	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/2/3-opt	2				0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/2/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/3/2-2000k-300k	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/3/3-opt	2				0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/3/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/4/2-2000k-300k	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/4/3-opt	2			100	0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/4/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/5/2-2000k-300k	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/5/3-opt	2			200	0.50	33314	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/5/4-MD	0	0	0	1000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/5-50%/MD	0	0	0	1000	3.00	77519	Ge Te Se	150 75 75
GK_xum02/xqd/3-GeSeTe/6-60%/1/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/1/3-opt	2			1000	0.50	33314	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/1/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/2/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/2/3-opt	2			1000	0.50	33314	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/2/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/3/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/4/2-2000K-300K	0	2000.0	300.0	2000	3.00	0	Ge Te Se	150 60 90
GK_xum02/xqd/3-GeSeTe/6-60%/4/3-opt	2			1000	0.50	0		
GK_xum02/xqd/3-GeSeTe/6-60%/4/4-MD	0	0	0	2000	3.00	0		
GK_xum02/xqd/3-GeSeTe/4-40%/1/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/2/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/2/3-opt	2			100	0.50	33314	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/2/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/3/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/3/3-opt	2			100	0.50	33314	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/3/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/4/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/4/3-opt	2			50	0.50	33314	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/4/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/5/2-2000K-300K	0	2000.0	300.0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/5/3-opt	2			200	0.50	33314	Ge Te Se	150 90 60
GK_xum02/xqd/3-GeSeTe/4-40%/5/4-MD	0	0	0	2000	3.00	77519	Ge Te Se	150 90 60
GK_xum02/xqd/7-GW/SnTe/1-opt						1183	Sn Te	4 4
